acctno,mail_1,mail_2,mail_3,mail_4,mail_5,mail_6,mail_7,mail_8,mail_9,mail_10,mail_11,mail_12,mail_13,mail_14,mail_15,mail_16
SHASPYPAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPYHSQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SHASPYHYD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHASPYYAW,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SHASPYYPH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASPDWYS,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
SHASPDPLG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASLQAGP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASGAPWY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHASHPHYL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASHLGLD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHASHGWGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHASHGSGY,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
SHASHHLYQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHASDHSGP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHAPWSYWL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHAPWPDWA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHAPWGASQ,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1
SHAPWYYSQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHAPWDLSW,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0
SHAPAQHYG,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
SHAPAQYQA,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SHAPAQDLQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHAPASPQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHAPALWQY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHAPALPAW,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SHAPAGQAS,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
SHAPSQAHA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHAPSWYYA,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
SHAPPGWPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHAPLYHPL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHAPGQQAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHSPHQYHW,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHSLAAPHS,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
SHSLHDGSQ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SHSLYHHLH,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
SHSLYDLPY,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
SHSGQGQGQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHSGWWHWP,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
SHSGWPAYY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SHSGWGPLH,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0
SHSGSQPYA,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1
SHSGSWHPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHSGSYAAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHSGLWLAQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHSGLGWAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHSGHPHWA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHSGYQGSG,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SHSGYGWLS,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
SHSHSGPSY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHSHGGDHW,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHSHYGQYG,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
SHSYWQWGH,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SHSYALGGQ,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHSYPYSPQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHSYHHDPS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SHSYHDGQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHSDQGGQW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHSDAWAHD,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHSDGSSPH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHSDYSASY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHPQPYSHD,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
SHPQHSHAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHPQHDSAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHPWYQSQL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHPWYSHDG,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHPASDAQQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHPADHYLW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHPSWGYAG,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
SHPSAWYDW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHPSAAQYD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHPSAAAYH,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SHPSSSSSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHPSLPWQY,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
SHPSYAQDW,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
SHPSYLASL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHPSYHSWP,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
SHPSYHSGS,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1
SHPPQQHWW,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
SHPPQPYDL,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
SHPPWSWGD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SHPPWSAGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHPPWSSYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHPPGQHSW,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
SHPPHYYPQ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SHPLSLQQS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHPLLDQHY,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SHPLDSHYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHPGQYSYY,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1
SHPGSGAQH,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHPGPAAGA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
SHPGPGWWL,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1
SHPHQWWDW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHPHDQGQY,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
SHPYWLDHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHPYSLPAD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHPYPPGPL,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
SHPYGYDHP,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
SHPYHGHAQ,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0
SHPYYWDQA,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1
SHPDPWQYG,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SHPDLYSYH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHPDGSWAA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHPDHLLWP,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1
SHPDYDDGQ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SHPDDAQSQ,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
SHLQWHPAS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SHLQWHPLG,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SHLQWHLWP,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHLQWDAHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLQALPQQ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SHLQHHGAL,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
SHLQHYSPA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHLWAAAQH,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
SHLWLWLWW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLWDWLHP,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
SHLWDYYGY,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
SHLAQYSLA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHLALPAWG,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
SHLAHQDWL,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1
SHLSWAPSG,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLSSHHLL,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
SHLGASPGD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
SHLYYSLDA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SHLDSLDPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDPYYLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDYWQSA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
SHLDYSPQQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDYSPWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYSPAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYSHSW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDYSHYQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYSDSD,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1
SHLDYPAWY,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
SHLDYPAHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYPSGG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDYPPGL,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
SHLDYPLLG,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
SHLDYPHGA,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0
SHLDYPYPG,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
SHLDYPDWW,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
SHLDYPDGQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHLDYLQSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYLQYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDYLWQY,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0
SHLDYLWSA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYLWLH,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
SHLDYLWGL,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
SHLDYLPWS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYLPLP,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1
SHLDYLPDG,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHLDYLLHD,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0
SHLDYLLYH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYLGWW,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0
SHLDYLGLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYLGDP,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
SHLDYLHHH,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
SHLDYLHDS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHLDYLYYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYLDGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYGQAS,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0
SHLDYGWGS,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
SHLDYGWHW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHLDYGASD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDYGSQP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHLDYGPQS,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
SHLDYGPAD,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
SHLDYGPLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDYGLLW,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1
SHLDYGGAH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDYGHAG,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHLDYGDWG,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1
SHLDYHWSY,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1
SHLDYHAQS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHLDYYPWH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDDQQLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHLDDQAPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHLDDGDHA,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
SHLDDHSPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHGQQHHPG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHGQWQYGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHGQWSALG,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0
SHGQWSGGQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SHGQWSGHY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SHGQWPGYP,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1
SHGQWLPLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHGQWDQPY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHGQAGSWG,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1
SHGAWAQSW,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1
SHGPSQLWY,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
SHGPHGSAW,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
SHGPHDDQS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHGLWSDAL,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0
SHGLYGPDW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHGGLWPHH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SHGHQAPWW,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
SHGHQHSSH,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
SHGHWSADS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHGHWGDGL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHGYQAAWW,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHGYQHLSS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHGYWQDQD,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
SHGDWHHPG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHHQQHWHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHQPGYPA,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0
SHHQDSYDS,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
SHHWWWQQQ,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
SHHWYWYHQ,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SHHWYDLWD,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
SHHWDLPHP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHHAWHQAW,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
SHHAHPYYW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHAHLYQL,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
SHHADLPHA,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
SHHADHPHY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHHADHLAY,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
SHHSHQHYY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHHPGHWWS,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
SHHPYGHAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHHPDWGQQ,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
SHHLQWHHQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHHLQDPLQ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHHGAAPLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHGHAQPS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHHGHAWPA,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1
SHHGHAWGH,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
SHHDWLQGW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHDWLSPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHDWLGAP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHHDWGLQH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHHDWGLPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHDWGLGP,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
SHHDWGGSQ,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHHDWGHQL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHHDWGHSD,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
SHHDWGYSY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHDWGDPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHHDWGDYG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHHDWHQWY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHHDWHQSP,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
SHHDWHWAL,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SHHDWHWGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHDWHWDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHHDWHAQY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHDWHAHS,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHHDWHSQH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHHDWHSGP,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SHHDWHPLL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHHDWHPGS,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
SHHDWDYYW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHYQDLDWS,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SHYWQAGWQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHYAQQSGP,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
SHYAQPDDP,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
SHYAHQWPP,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SHYAHPGLY,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHYADPHSQ,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
SHYADYHWL,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
SHYADYHWL,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
SHYSQDDHL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHYSSGDWW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHYSYGLSG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHYSYGHGH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHYPQHPPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHYPWLQGW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHYPWLWYG,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1
SHYPALLDD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SHYPAYDGL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
SHYPSGQAG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHYPPWDLQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHYPGHSWQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHYGAAQSD,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
SHYGASLHS,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
SHYGSAGWG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHYGLLHLH,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
SHYGYAAWL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
SHYGYPYWL,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
SHYHQDAQY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHYHQDAPQ,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
SHYHWSDSH,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
SHYHDLWHS,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0
SHYYLGPYY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHYYGQPGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHYYHQDQW,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1
SHYYDAQAQ,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
SHYDYYDYP,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHDQWWGLS,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
SHDQSPSLY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SHDQLDPDG,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0
SHDWQQPGP,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SHDWHLQYG,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1
SHDAAYPYD,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
SHDASDHYS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SHDAHAWYQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDSPQPAL,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
SHDSDALWH,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SHDSDAHSW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHDSDAHHA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SHDSDAYQG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHDSDADSD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
SHDSDADHQ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHDSDSQLW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHDSDSWSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDSDSWDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDSDSAYS,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0
SHDSDSSGG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDSDSLLG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHDSDSLHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHDSDSLDY,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
SHDSDSGQG,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1
SHDSDSGWP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHDSDLPAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDSDHWHH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHDSDHGYQ,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
SHDSDYLSQ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
SHDSDDQPW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHDPAGYHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHDPHLAWS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDPDQPQA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
SHDLSLDGG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHDLPWSAD,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1
SHDLPSQPP,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
SHDLPHLWG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SHDLPYGSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHDLDQYSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDGQWDWH,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
SHDGQYHDH,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SHDGLYALL,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1
SHDGDSWAQ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SHDHADYDQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHDYAHQDQ,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
