AIRPORT_ID	AIRPORT_NAME	AIRPORT_CITY	AIRPORT_STATE	AIRPORT_COUNTRY	ICAO	LCHG_DATE	RECORD_STATUS	Record_End
9Z3 	KODIAK /LILLY LAKE/                               	KODIAK                	AK	  	 	02/16/2006	A	 
9Z4 	INNER HARBOR                                      	KODIAK                	AK	  	 	11/27/2006	I	 
9Z7 	KVICHAK /DIAMOND J/                               	KVICHAK               	AK	  	 	06/02/1989	A	 
9Z8 	LEVELOCK                                          	LEVELOCK              	AK	  	 	10/31/2002	A	 
9Z9 	LAWING                                            	LAWING                	AK	  	 	06/02/1989	A	 
A00 	WADE PLANTATION                                   	SYLVANIA              	GA	  	 	09/26/2002	I	 
A01 	SKYHARBOR                                         	SELMA                 	AL	  	N	02/22/2001	I	 
A03 	DAVIS FIELD                                       	ABBEVILLE             	SC	  	 	09/26/2002	I	 
A04 	CENTRE MUNI                                       	CENTRE                	AL	  	 	06/02/1989	A	 
A05 	DIXIE USFS                                        	DIXIE                 	ID	  	 	06/11/2002	A	 
A06 	MONROE-WALTON COUNTY                              	MONROE                	GA	  	 	09/26/2008	I	 
A08 	VAIDEN FIELD                                      	MARION                	AL	  	N	02/21/2001	A	 
A09 	EAGLE AIRPARK                                     	BULLHEAD CITY         	AZ	  	 	05/29/2002	A	 
A13 	BOLD                                              	ANCHORAGE             	AK	  	 	12/03/1990	A	 
A14 	PORTAGE CREEK                                     	PORTAGE CREEK         	AK	  	 	05/29/2002	A	 
A20 	SUN VALLEY                                        	BULLHEAD CITY         	AZ	  	 	05/29/2002	A	 
A22 	EAGLEVILLE                                        	EAGLEVILLE            	CA	  	 	03/31/2003	I	 
A23 	SAGINAW                                           	SAGINAW BAY           	AK	  	 	05/29/2002	A	 
A24 	CALIFORNIA PINES                                  	ALTURAS               	CA	  	 	06/04/2002	A	 
A26 	ADIN                                              	ADIN                  	CA	  	 	06/04/2002	A	 
A27 	SELDOVIA                                          	SELDOVIA              	AK	  	 	05/29/2002	A	 
A28 	FORT BIDWELL                                      	FORT BIDWELL          	CA	  	 	06/04/2002	A	 
A29 	SITKA                                             	SITKA                 	AK	  	 	05/29/2002	A	 
A30 	SCOTT VALLEY                                      	FORT JONES            	CA	  	 	06/04/2002	A	 
A32 	BUTTE VALLEY                                      	DORRIS                	CA	  	 	06/04/2002	A	 
A34 	DAYTON VALLEY AIRPARK                             	DAYTON/CARSON CITY    	NV	  	 	07/09/2002	A	 
A36 	HADLEY                                            	ROUND MOUNTAIN        	NV	  	 	05/07/2009	I	 
A39 	AK-CHIN RGNL                                      	MARICOPA              	AZ	  	 	08/22/2013	A	 
A43 	TAKU HARBOR                                       	TAKU HARBOR           	AK	  	 	05/29/2002	A	 
A50 	COLORADO SPRINGS EAST                             	ELLICOTT              	CO	  	 	02/07/2014	I	 
A51 	COSTIN                                            	PORT ST JOE           	FL	  	N	02/21/2001	A	 
A57 	ALSEK RIVER                                       	YAKUTAT               	AK	  	 	05/29/2002	A	 
A61 	TUNTUTULIAK                                       	TUNTUTULIAK           	AK	  	 	05/29/2002	A	 
A63 	TWIN HILLS                                        	TWIN HILLS            	AK	  	 	05/29/2002	A	 
A67 	HARLEQUIN LAKE                                    	YAKUTAT               	AK	  	 	05/29/2002	A	 
A68 	SITUK                                             	YAKUTAT               	AK	  	 	05/29/2002	A	 
A69 	TANIS MESA                                        	YAKUTAT               	AK	  	 	05/29/2002	A	 
A70 	DANGEROUS RIVER                                   	YAKUTAT               	AK	  	 	11/19/2012	I	 
A77 	YANKEE CREEK 2                                    	YANKEE CREEK          	AK	  	 	05/29/2002	A	 
A79 	CHIGNIK LAKE                                      	CHIGNIK LAKE          	AK	  	 	05/29/2002	A	 
A85 	KWIGILLINGOK                                      	KWIGILLINGOK          	AK	  	 	09/01/2005	I	 
A88 	GUNSIGHT MOUNTAIN                                 	GUNSIGHT MOUNTAIN LODG	AK	  	 	11/20/2008	I	 
A89 	SETTLERS BAY AIRSTRIP                             	WASILLA               	AK	  	 	01/08/2003	I	 
A8L 	NEW ST GEORGE                                     	ST GEORGE             	AK	  	 	02/16/2006	I	 
AA00	SHUMP                                             	TALKEETNA             	AK	  	 	11/13/2012	A	 
AA01	WEST BEAVER                                       	BIG LAKE              	AK	  	 	10/25/2007	A	 
AA02	HORSESHOE LAKE                                    	BIG LAKE              	AK	  	 	10/25/2007	A	 
AA03	CENTRAL PAD                                       	DEADHORSE             	AK	  	 	05/26/2010	A	 
AA04	VIKING                                            	ANCHORAGE             	AK	  	 	07/10/2009	A	 
AA05	SHELBY STRIP                                      	PALMER                	AK	  	 	02/07/2014	A	 
AA06	SIXMILE LAKE                                      	ANCHORAGE             	AK	  	 	05/26/2010	A	 
AA07	SADDLEBACK ISLAND                                 	BIG LAKE              	AK	  	 	07/10/2009	A	 
AA11	MISTY LAKE                                        	WASILLA               	AK	  	 	11/19/2012	A	 
AA12	DOVE ISLAND LODGE                                 	SITKA                 	AK	  	 	04/26/2011	A	 
AA22	DELTA DAVES                                       	DELTA JUNCTION        	AK	  	 	09/26/2008	A	 
AA27	PIONEER                                           	NUIQSUT               	AK	  	 	05/26/2010	A	 
AA3 	ANGLEMONT BC,SECONDARY AERODROME                  	ANGLEMONT BC          	  	CA	 	01/31/1990	A	 
AA30	TRIO ESTATES                                      	HOUSTON               	AK	  	 	07/10/2009	A	 
AA33	GUS LANDING                                       	HOUSTON               	AK	  	 	11/20/2008	A	 
AA35	35 MILE LODGE                                     	HAINES                	AK	  	 	07/28/2014	A	 
AA38	NIKAITCHUQ OPERATIONS CENTER                      	KUPARUK               	AK	  	 	02/23/2012	A	 
AA4 	TATLA LAKE BC,SECONDARY AERODROME                 	TATLA LAKE BC         	  	CA	 	01/31/1990	A	 
AA44	BARLETT REGIONAL HOSPITAL                         	JUNEAU                	AK	  	 	11/20/2008	A	 
AA5 	ZEBALLOS BC,WATER AERODROME                       	ZEBALLOS BC           	  	CA	 	04/19/1990	A	 
AA50	POINT THOMSON SEA ICE AIRSTRIP                    	DEADHORSE             	AK	  	 	08/15/2011	I	 
AA51	SPY ISLAND DRILL-SITE                             	KUPARUK               	AK	  	 	02/23/2012	A	 
AA6 	ALERT BAY BC,WATER AERODROME                      	ALERT BAY BC          	  	CA	 	01/31/1990	A	 
AA7 	GILFORD ISLAND/ECHO BC,WATER AERODROME            	GILFORD ISLAND/ECHO BC	  	CA	 	04/19/1990	A	 
AA76	TIMBER TRAILS                                     	NORTH POLE            	AK	  	 	01/15/2009	A	 
AA8 	INVERMERE BC,SECONDARY AERODROME                  	INVERMERE BC          	  	CA	 	01/31/1990	A	 
AA85	WALBY LAKE                                        	PALMER                	AK	  	 	05/07/2009	A	 
AA9 	SPROAT LAKE BB,WATER AERODROME                    	SPROAT LAKE BB        	  	CA	N	08/11/1995	A	 
AAA 	LOGAN COUNTY                                      	LINCOLN               	IL	  	N	04/16/2013	A	 
AAF 	APALACHICOLA RGNL-CLEVE RANDOLPH FIELD            	APALACHICOLA          	FL	  	 	07/28/2014	A	 
AAO 	COLONEL JAMES JABARA                              	WICHITA               	KS	  	N	06/27/2002	A	 
AAP 	ANDRAU AIRPARK                                    	HOUSTON               	TX	  	 	02/19/2004	I	 
AAS 	TAYLOR COUNTY                                     	CAMPBELLSVILLE        	KY	  	 	06/02/1989	A	 
AAT 	ALTURAS MUNI                                      	ALTURAS               	CA	  	 	06/04/2002	A	 
AB3 	BEDWELL HARBOUR BC,WATER AERODROME                	BEDWELL HARBOUR BC    	  	CA	 	01/31/1990	A	 
AB4 	TOFINO BC,WATER AERODROME                         	TOFINO BC             	  	CA	 	04/19/1990	A	 
AB5 	BRONSON CREEK BC,SECONDARY AERODROME              	BRONSON CREEK BC      	  	CA	 	04/19/1990	A	 
AB6 	ALICE ARM/KITSAULT BC,WATER AERODROME             	ALICE ARM/KITSAULT BC 	  	CA	 	01/31/1990	A	 
AB7 	GOLD RIVER BC,WATER AERODROME                     	GOLD RIVER BC         	  	CA	 	01/31/1990	A	 
AB8 	NAKSUP BC,WATER AERODROME                         	NAKSUP BC             	  	CA	 	01/31/1990	A	 
AB9 	SQUAMISH BC,WATER AERODROME                       	SQUAMISH BC           	  	CA	 	01/31/1990	A	 
ABAF	ARCHERFIELD AIRPORT                               	BRISBANE              	  	AS	Y	03/11/1993	A	 
ABAM	AMBERLEY AIRPORT                                  	AMBERLEY              	  	AS	Y	03/11/1993	A	 
ABAS	ALICE SPRINGS AIRPORT                             	ALICE SPRINGS         	  	AS	Y	03/11/1993	A	 
ABB 	ABINGDON RAF STATION                              	ABINGDON              	  	UK	 	09/26/2002	I	 
ABBN	BRISBANE AIRPORT                                  	BRISBANE              	  	AS	Y	09/17/1997	I	 
ABBU	BUNDABERG AIRPORT                                 	BUNDABERG             	  	AS	Y	03/11/1993	A	 
ABCS	CAIRNS AIRPORT                                    	CAIRNS                	  	AS	Y	09/25/1997	I	 
ABE 	LEHIGH VALLEY INTL                                	ALLENTOWN             	PA	  	 	09/28/2006	A	 
ABGL	GLADSTONE AIRPORT                                 	GLADSTONE             	  	AS	Y	03/11/1993	A	 
ABI 	ABILENE RGNL                                      	ABILENE               	TX	  	N	09/28/2006	A	 
ABO 	ANTONIO/NERY/JUARBE POL                           	ARECIBO               	PR	  	 	07/10/2002	A	 
ABQ 	ALBUQUERQUE INTL SUNPORT                          	ALBUQUERQUE           	NM	  	 	09/02/2009	A	 
ABR 	ABERDEEN RGNL                                     	ABERDEEN              	SD	  	 	09/28/2006	A	 
ABTL	TOWNSVILLE AIRPORT                                	TOWNSVILLE            	  	AS	Y	03/11/1993	A	 
ABV 	NNAMDI AZIKIWE INTERNATIONAL AIRPORT              	ABUJA                 	  	NG	N	07/31/2014	A	 
ABY 	SOUTHWEST GEORGIA RGNL                            	ALBANY                	GA	  	 	09/28/2006	A	 
AC3 	ALICE ARM/SILVER CI BC,WATER AERODROME            	ALICE ARM/SILVER CI BC	  	CA	 	04/19/1990	A	 
AC4 	TOPLEY LANDING BC,WATER AERODROME                 	TOPLEY LANDING BC     	  	CA	 	01/31/1990	A	 
AC5 	WILLIAMS LAKE BC,WATER AERODROME                  	WILLIAMS LAKE BC      	  	CA	 	01/31/1990	A	 
AC6 	ALICE ARM/SILVER CI BC,SECONDARY AERODROME        	ALICE ARM/SILVER CI BC	  	CA	 	01/31/1990	A	 
AC8 	NANAIMO BC,WATER AERODROME                        	NANAIMO BC            	  	CA	 	01/31/1990	A	 
AC9 	STEWART BC,WATER AERODROME                        	STEWART BC            	  	CA	 	01/31/1990	A	 
ACB 	ANTRIM COUNTY                                     	BELLAIRE              	MI	  	 	06/02/1989	A	 
ACJ 	JIMMY CARTER RGNL                                 	AMERICUS              	GA	  	 	10/05/2010	A	 
ACK 	NANTUCKET MEMORIAL                                	NANTUCKET             	MA	  	 	06/26/2006	A	 
ACP 	ALLEN PARISH                                      	OAKDALE               	LA	  	 	10/27/2005	A	 
ACQ 	WASECA MUNI                                       	WASECA                	MN	  	 	06/02/1989	A	 
ACT 	WACO RGNL                                         	WACO                  	TX	  	 	09/28/2006	A	 
ACV 	ARCATA                                            	ARCATA/EUREKA         	CA	  	 	06/02/1989	A	 
ACY 	ATLANTIC CITY INTL                                	ATLANTIC CITY         	NJ	  	N	09/28/2006	A	 
ACZ 	HENDERSON FIELD                                   	WALLACE               	NC	  	 	06/02/1989	A	 
AD3 	BOSTON BAR BC,SECONDARY AERODROME                 	BOSTON BAR BC         	  	CA	 	01/31/1990	A	 
AD4 	TRAIL BC,SECONDARY AERODROME                      	TRAIL BC              	  	CA	 	01/31/1990	A	 
AD5 	MERRIT BC,SECONDARY AERODROME                     	MERRIT BC             	  	CA	 	01/31/1990	A	 
AD6 	ATLIN BC,WATER AERODROME                          	ATLIN BC              	  	CA	 	01/31/1990	A	 
AD7 	GILFORD ISLAND/HEAL BC,WATER AERODROME            	GILFORD ISLAND/HEAL BC	  	CA	 	04/19/1990	A	 
AD8 	NELSON BC,WATER AERODROME                         	NELSON BC             	  	CA	 	01/31/1990	A	 
AD9 	STUART ISLAND BC,WATER AERODROME                  	STUART ISLAND BC      	  	CA	 	01/31/1990	A	 
ADA 	INCIRLIK AB                                       	ADANA                 	  	TU	N	04/26/2001	I	 
ADC 	WADENA MUNI                                       	WADENA                	MN	  	 	07/02/2002	A	 
ADDN	DARWIN AIRPORT                                    	DARWIN                	  	AS	Y	03/11/1993	A	 
ADF 	DEXTER B FLORENCE MEMORIAL FIELD                  	ARKADELPHIA           	AR	  	 	11/19/2012	A	 
ADG 	LENAWEE COUNTY                                    	ADRIAN                	MI	  	N	07/02/2002	A	 
ADH 	ADA MUNI                                          	ADA                   	OK	  	N	07/10/2002	A	 
ADK 	ADAK                                              	ADAK ISLAND           	AK	  	 	05/29/2002	A	 
ADM 	ARDMORE MUNI                                      	ARDMORE               	OK	  	N	07/10/2002	A	 
ADQ 	KODIAK                                            	KODIAK                	AK	  	 	06/02/1989	A	 
ADS 	ADDISON                                           	DALLAS                	TX	  	 	06/02/1989	A	 
ADT 	ATWOOD-RAWLINS COUNTY CITY-COUNTY                 	ATWOOD                	KS	  	 	06/02/1989	A	 
ADU 	AUDUBON COUNTY                                    	AUDUBON               	IA	  	 	06/02/1989	A	 
ADW 	JOINT BASE ANDREWS                                	CAMP SPRINGS          	MD	  	 	11/19/2012	A	 
AE3 	CAMPBELL RIVER BC,WATER AERODROME                 	CAMPBELL RIVER BC     	  	CA	 	01/31/1990	A	 
AE4 	TSACHA LAKE BC,SECONDARY AERODROME                	TSACHA LAKE BC        	  	CA	 	01/31/1990	A	 
AE5 	GREEN LAKE                                        	WHISTLER BC           	  	CA	 	04/19/1990	A	 
AE6 	BELLA COOLA BC,WATER AERODROME                    	BELLA COOLA BC        	  	CA	 	01/31/1990	A	 
AE7 	HARRISON HOT SPRING BC,WATER AERODROME            	HARRISON HOT SPRING BC	  	CA	 	01/31/1990	A	 
AE8 	NIMPKISH BC,WATER AERODROME                       	NIMPKISH BC           	  	CA	 	01/31/1990	A	 
